Center Name,Legal Name,Building,Street,Borough,ZipCode,Phone,Permit Number,Permit Expiration,Status,Age Range,Maximum Capacity,Day Care ID,Program Type,Facility Type,Child Care Type,Building Identification Number,URL,Date Permitted,Actual,Violation Rate Percent,Average Violation Rate Percent,Total Educational Workers,Average Total Educational Workers,Public Health Hazard Violation Rate,Average Public Health Hazard Violation Rate,Critical Violation Rate,Average Critical Violation Rate,Inspection Date,Regulation Summary,Violation Category,Health Code Sub Section,Violation Status,Inspection Summary Result
BRIGHT START EARLY LEARNING ACADEMY LLC,BRIGHT START EARLY LEARNING ACADEMY LLC,108-10,Sutphin  Boulevard,QUEENS,11435,718-431-5978,105298,03/02/2025,Permitted,2 YEARS - 5 YEARS,90,DC37648,PRESCHOOL,GDC,Child Care - Pre School,4258254,www.bsela.org,03/02/2021,Y,60.0000,21.9050,13,11.9769,0,6.1285,60,18.9541,11/23/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Previously cited violations corrected
Babove Worldwide Institute,Babove Worldwide Institute,112-33,QUEENS BOULEVARD,QUEENS,11375,718-925-2001,105767,08/10/2024,Permitted,2 YEARS - 5 YEARS,145,DC41443,PRESCHOOL,GDC,Child Care - Pre School,4447030,,08/10/2022,Y,33.3333,21.9050,13,11.9769,33.3333,6.1285,33.3333,18.9541,11/29/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection
"SUPERIOR DAY CARE, INC.","SUPERIOR DAY CARE, INC.'",1741,BROADWAY,BROOKLYN,11207,718-975-4904,60378,04/04/2024,Permitted,0 YEARS - 2 YEARS,30,DC22031,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3397023,www.superiordcc.com,04/04/2014,Y,50.0000,17.4391,11,8.4034,50,4.9984,25,15.3835,10/28/2021,Services fail to install interior fire alarms and/or sprinklers where required.,PUBLIC HEALTH HAZARD,47.59(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
POLSKIE PRZEDSZKOLE,"BOLEK I LOLEK DAY CARE, INC.",4105,FORT HAMILTON PARKWAY,BROOKLYN,11219,718-633-9389,8165,05/17/2024,Permitted,,25,DC16869,PRESCHOOL,GDC,Child Care - Pre School,3135616,bolekilolekdaycare.com,05/17/2010,Y,16.6667,21.9050,6,11.9769,0,6.1285,16.6667,18.9541,12/16/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection
BRIGHT HORIZONS AT EAST VILLAGE,BRIGHT HORIZONS CHILDREN'S CENTER LLC,526,E 14TH ST,MANHATTAN,10009,332-255-8506,105144,02/18/2024,Permitted,2 YEARS - 5 YEARS,54,DC38871,PRESCHOOL,GDC,Child Care - Pre School,1090264,www.brighthorizons.com,02/18/2020,Y,14.2857,21.9050,8,11.9769,0,6.1285,14.2857,18.9541,08/18/2021,At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.,CRITICAL,47.37(b)(1),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.","THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER, INC.",36,FORD STREET,BROOKLYN,11213,718-975-3375,4197,03/13/2025,Permitted,0 YEARS - 2 YEARS,38,DC303,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3038317,,03/11/2006,N,0.0000,17.4391,7,8.4034,0,4.9984,0,15.3835,02/15/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
Yeshiva Derech HaTorah-Yeshivat Mizrachi Lbanim,YESHIVA DERECH HATORAH-YESHIVAT MIZRACHI LBANIM,2810,NOSTRAND AVENUE,BROOKLYN,11229,718-258-4441,,08/29/2117,Active,3 YEARS - 5 YEARS,0,DC12020,PRESCHOOL,SBCC,School Based Child Care,3211291,,,,100.0000,45.1817,6,8.0094,100,23.3017,0,35.2291,12/01/2022,Teaching and supervisory staff trained in abuse/maltreatment identification and reporting. 2 hours of training received every 24 months. Training provided by OCFS approved trainer. New staff trained within 3 months of hire,GENERAL,43.14(a),OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
"BRONX HOUSE, INC.","BRONX HOUSE, INC.",990,PELHAM PARKWAY SOUTH,BRONX,10461,718-792-1800,6697,12/05/2023,Permitted,2 YEARS - 5 YEARS,102,DC1577,PRESCHOOL,GDC,Child Care - Pre School,2088568,www.bronxhouse.org,12/05/2005,N,66.6667,21.9050,11,11.9769,0,6.1285,66.6667,18.9541,09/08/2022,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,47.41(j),OPEN,Compliance Inspection of Open Violations - Reinspection Not Required
"HOME SWEET HOME CHILDREN'S SCHOOL,INC.","HOME SWEET HOME CHILDREN'S SCHOOL,INC.",196-17,53 AVENUE,QUEENS,11365,718-357-9738,6525,03/04/2024,Permitted,2 YEARS - 5 YEARS,79,DC2854,PRESCHOOL,GDC,Child Care - Pre School,4158441,,03/04/2004,N,33.3333,21.9050,9,11.9769,0,6.1285,33.3333,18.9541,05/26/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
BIG APPLE ACADEMY ELEMENTARY SCHOOL,BIG APPLE INSTITUTE INC,503,LAKE STREET,BROOKLYN,11223,718-333-1099,,01/23/2115,Active,2 YEARS - 5 YEARS,0,DC21432,PRESCHOOL,SBCC,School Based Child Care,3410089,,,,,,5,8.0094,,,,,03/01/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Not Required
MCCARTON ACHIEVEMENT CENTER,"MCCARTON FOUNDATION FOR DEVELOPMENTAL DISABILITIES, INC.",1909,LONGFELLOW AVENUE,BRONX,10460,347-497-3998,104631,10/25/2024,Permitted,2 YEARS - 5 YEARS,72,DC37464,PRESCHOOL,GDC,Child Care - Pre School,2120210,www.mccarton.org,10/25/2018,Y,50.0000,21.9050,34,11.9769,25,6.1285,25,18.9541,07/06/2022,At time of inspection child care service failed to provide sufficient number of toilets and sinks for the number of children in attendance.,CRITICAL,47.43(b),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
MCCARTON ACHIEVEMENT CENTER,"MCCARTON FOUNDATION FOR DEVELOPMENTAL DISABILITIES, INC.",1909,LONGFELLOW AVENUE,BRONX,10460,347-497-3998,104631,10/25/2024,Permitted,2 YEARS - 5 YEARS,72,DC37464,PRESCHOOL,GDC,Child Care - Pre School,2120210,www.mccarton.org,10/25/2018,Y,50.0000,21.9050,34,11.9769,25,6.1285,25,18.9541,07/06/2022,At time of inspection child care service failed to provide sufficient number of toilets and sinks for the number of children in attendance.,CRITICAL,47.43(b),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
All My Stars Day Care Inc,All My Stars Day Care Inc,72-34,MAIN STREET,QUEENS,11367,888-831-1230,104226,09/08/2023,Permitted,0 YEARS - 2 YEARS,28,DC35572,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4143395,www.allmystarsdaycare.com,09/08/2017,Y,60.0000,17.4391,7,8.4034,20,4.9984,60,15.3835,04/09/2021,Exits and other egress Not provided with required signage at time of inspection.,CRITICAL,47.59(a),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required
KID KRAZY INC. PRESCHOOL,KID KRAZY INC.,25-19,27 STREET,QUEENS,11102,718-204-0646,10417,12/29/2023,Permitted,0 YEARS - 2 YEARS,10,DC21327,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4616724,www.kidkrazypreschool.com,12/29/2011,Y,0.0000,17.4391,7,8.4034,0,4.9984,0,15.3835,04/08/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
Tiegerman,Tiegerman,70-24,47 AVENUE,QUEENS,11377,718-476-7163,,01/01/1900,Active,3 YEARS - 5 YEARS,0,DC38595,PRESCHOOL,SBCC,School Based Child Care,4441128,,,,0.0000,45.1817,0,8.0094,0,23.3017,0,35.2291,09/15/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
MARY BOBB LEARNING ACADEMY,"MARY BOBB DAY CARE,INC.",1187,NOSTRAND AVENUE,BROOKLYN,11225,718-604-4400,7594,11/19/2024,Permitted,2 YEARS - 5 YEARS,177,DC11744,PRESCHOOL,GDC,Child Care - Pre School,3107261,,05/19/2006,Y,16.6667,21.9050,24,11.9769,16.6667,6.1285,0,18.9541,10/25/2022,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,GENERAL,47.33(b),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
MARY BOBB LEARNING ACADEMY,"MARY BOBB DAY CARE,INC.",1187,NOSTRAND AVENUE,BROOKLYN,11225,718-604-4400,7594,11/19/2024,Permitted,2 YEARS - 5 YEARS,177,DC11744,PRESCHOOL,GDC,Child Care - Pre School,3107261,,05/19/2006,Y,16.6667,21.9050,24,11.9769,16.6667,6.1285,0,18.9541,10/25/2022,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,GENERAL,47.33(b),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
ABC PRESCHOOL & KINDERGARTEN CENTER,"ABC PRESCHOOL & KINDERGARTEN CENTER, CORP",66-26,LAUREL HILL BOULEVARD,QUEENS,11377,718-672-2424,2098,10/29/2024,Permitted,2 YEARS - 5 YEARS,30,DC1164,PRESCHOOL,GDC,Child Care - Pre School,4056053,abcpreschoolcorp.com,10/29/2004,N,20.0000,21.9050,7,11.9769,0,6.1285,20,18.9541,08/04/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,21,CLAREMONT AVENUE,MANHATTAN,10027,212-854-9601,1818,09/28/2024,Permitted,,32,DC3037,PRESCHOOL,GDC,Child Care - Pre School,1059819,www.tompkinshall.columbia.edu,06/17/2004,N,16.6667,21.9050,7,11.9769,0,6.1285,16.6667,18.9541,09/22/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,1230,YORK AVE,MANHATTAN,10065,212-327-7071,7784,06/15/2023,Permitted,2 YEARS - 5 YEARS,77,DC17224,PRESCHOOL,GDC,Child Care - Pre School,1087137,www.rockefeller.edu,06/15/2007,Y,40.0000,21.9050,20,11.9769,0,6.1285,40,18.9541,04/26/2022,Refrigeration units Not located adjacent to cooking equipment or other high heat generating equipment unless specifically designed to be so located,GENERAL,81.18(a)(4),CORRECTED,Initial Annual Inspection - Reinspection Not Required
ELADIA'S KIDS,ELADIA'S KIDS PARENT LLC,147,5TH AVENUE,BROOKLYN,11217,718-622-3316,7767,06/11/2023,Permitted,0 YEARS - 2 YEARS,18,DC15647,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3019399,www.eladiakids.com,06/11/2007,Y,25.0000,17.4391,6,8.4034,0,4.9984,25,15.3835,05/04/2021,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,GENERAL,47.33(b),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
"INNER FORCE TOTS, INC.",Inner Force Tots Inc.,133-40,79  Street,QUEENS,11414,718-296-0555,104213,08/17/2023,Permitted,2 YEARS - 5 YEARS,72,DC35260,PRESCHOOL,GDC,Child Care - Pre School,4541230,,08/17/2017,Y,0.0000,21.9050,9,11.9769,0,6.1285,0,18.9541,02/23/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
UNITED TALMUDICAL ACADEMY,UNITED TALMUDICAL ACADEMY OF WILLIAMSBURG-YESHIVA TORAH V'YIRAH,590,BEDFORD AVENUE,BROOKLYN,11249,718-963-9260,,01/23/2115,Active,3 YEARS - 5 YEARS,0,DC19673,PRESCHOOL,SBCC,School Based Child Care,3060113,,,,100.0000,45.1817,2,8.0094,0,23.3017,100,35.2291,12/07/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Reinspection Required
CONGREGATION BNEI YONASAN,CONGREGATION BNEI YONASAN,1362,46TH STREET,BROOKLYN,11219,718-438-1825,50317,08/15/2023,Permitted,2 YEARS - 5 YEARS,25,DC23180,PRESCHOOL,GDC,Child Care - Pre School,3136995,,08/15/2013,Y,25.0000,21.9050,9,11.9769,25,6.1285,0,18.9541,06/15/2021,15 hours of training Not completed in 24 months. At least 5 hours of training Not conducted in each 12 month period. Required topics Not covered.,GENERAL,47.37(b)(6)(B),CORRECTED,Initial Annual Inspection - Reinspection Not Required
"VICTORIA CHILDREN'S GROUP, INC.","VICTORIA CHILDREN'S GROUP, INC.",230,GRAND STREET,MANHATTAN,10013,212-625-9228,8378,10/28/2023,Permitted,2 YEARS - 5 YEARS,54,DC21952,PRESCHOOL,GDC,Child Care - Pre School,1006953,www.victoriachildrensgroup.com,10/28/2011,Y,0.0000,21.9050,4,11.9769,0,6.1285,0,18.9541,11/08/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
IVY LEAGUE EARLY LEARNING ACADEMY,"GABECO INDUSTRIES, INC.",1779,RICHMOND AVENUE,STATEN ISLAND,10314,718-982-0202,8158,04/20/2024,Permitted,2 YEARS - 5 YEARS,167,DC20977,PRESCHOOL,GDC,Child Care - Pre School,5151246,www.ivyleagueearlylearning.com,08/17/2009,Y,16.6667,21.9050,76,11.9769,0,6.1285,16.6667,18.9541,09/27/2022,Child care service fails to conduct and document daily health assessment of incoming children. Individual Not trained to identify disease.,GENERAL,47.27(b),CORRECTED,Monitoring Inspection Non-Routine - Reinspection Not Required
"YELED V'YALDA EARLY CHILDHOOD CENTER,INC.","YELED V'YALDA EARLY CHILDHOOD CENTER,INC.",407,EAST 53 STREET,BROOKLYN,11203,718-485-0020,5936,12/19/2022,Expired-In Renewal,2 YEARS - 5 YEARS,50,DC677,PRESCHOOL,GDC,Child Care - Pre School,3103944,www.yeled.org,12/19/2004,N,25.0000,21.9050,7,11.9769,25,6.1285,0,18.9541,03/23/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required; Fines pending
BEANSPROUTS,BEANSPROUTS INC. OF BROOKLYN,421,7TH STREET,BROOKLYN,11215,718-965-8573,7724,06/07/2024,Permitted,2 YEARS - 5 YEARS,55,DC15159,PRESCHOOL,GDC,Child Care - Pre School,3332310,www.beansproutsnurseryschool.com,01/30/2007,Y,0.0000,21.9050,18,11.9769,0,6.1285,0,18.9541,02/01/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",BRIGHT HORIZONS CHILDRENS CENTERS LLC,61,HAVEN AVE.,MANHATTAN,10032,212-927-2723,7681,11/29/2022,Expired-In Renewal,,44,DC16775,PRESCHOOL,GDC,Child Care - Pre School,1063405,WWW.BRIGHTHORIZONS.COM/NYPRES,11/22/2006,Y,0.0000,21.9050,5,11.9769,0,6.1285,0,18.9541,01/22/2021,At time of inspection it was observed that child care service failed to provide appropriate guards on designated structures/equipment to protect children from potential injury.,GENERAL,47.41(h),CORRECTED,Initial Annual Inspection - Reinspection Not Required
St. Francis of Assisi Catholic Academy,ST. FRANCIS OF ASSISI CATHOLIC ACADEMY,400,LINCOLN ROAD,BROOKLYN,11225,718-778-3700,,01/23/2115,Active,3 YEARS - 5 YEARS,0,DC548,PRESCHOOL,SBCC,School Based Child Care,3106502,,,,100.0000,45.1817,9,8.0094,0,23.3017,100,35.2291,03/17/2023,Fire drills conducted monthly and logged. Drill log on site and available for inspection upon request of DOHMH and FDNY,CRITICAL,43.22(c),OPEN,Initial Annual Inspection - Reinspection Required
NEW WORLD EDUCATIONAL PROGRAM,"B'ABOVE WORLDWIDE INSTITUTE, INC.",137-37,FARMERS BLVD.,QUEENS,11434,718-528-8751,26217,10/24/2024,Permitted,2 YEARS - 5 YEARS,93,DC23219,PRESCHOOL,GDC,Child Care - Pre School,4280110,,10/24/2012,Y,25.0000,21.9050,13,11.9769,0,6.1285,25,18.9541,10/01/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Previously cited violations corrected
ST. RAYMOND ELEMENTARY SCHOOL,ST. RAYMOND'S ELEMENTARY SCHOOL,2380,EAST TREMONT AVENUE,BRONX,10462,718-597-3232,,05/25/2117,Active,3 YEARS - 5 YEARS,0,DC12034,PRESCHOOL,SBCC,School Based Child Care,2097353,www.staintraymondelementary.or,,,0.0000,45.1817,18,8.0094,0,23.3017,0,35.2291,12/10/2021,"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap",GENERAL,43.11(c)(1),CORRECTED,Initial Annual Inspection - Reinspection Required
ST. RAYMOND ELEMENTARY SCHOOL,ST. RAYMOND'S ELEMENTARY SCHOOL,2380,EAST TREMONT AVENUE,BRONX,10462,718-597-3232,,05/25/2117,Active,3 YEARS - 5 YEARS,0,DC12034,PRESCHOOL,SBCC,School Based Child Care,2097353,www.staintraymondelementary.or,,,0.0000,45.1817,18,8.0094,0,23.3017,0,35.2291,12/10/2021,"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap",GENERAL,43.11(c)(1),CORRECTED,Initial Annual Inspection - Reinspection Required
DIKI DAY CARE,DIKI DAYCARE CENTER INC.,30-81,STEINWAY STREET,QUEENS,11103,718-278-1570,8084,05/27/2023,Permitted,2 YEARS - 5 YEARS,66,DC19351,PRESCHOOL,GDC,Child Care - Pre School,4011231,dikidaycare.com,10/05/2009,Y,0.0000,21.9050,15,11.9769,0,6.1285,0,18.9541,08/31/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,
MAGIC KINGDOM,MAGIC KINGDOM LLC.,5215,CHURCH AVENUE,BROOKLYN,11203,929-234-2451,14118,09/08/2022,Expired-In Renewal,2 YEARS - 5 YEARS,30,DC22420,PRESCHOOL,GDC,Child Care - Pre School,3102219,,02/07/2013,N,100.0000,21.9050,11,11.9769,0,6.1285,100,18.9541,05/05/2021,At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.,CRITICAL,47.49(a),CORRECTED,
FIFTH AVENUE SYNAGOGUE,FIFTH AVENUE SYNAGOGUE,5,EAST 62 STREET,MANHATTAN,10065,212-750-8793,5627,09/24/2022,Expired-In Renewal,2 YEARS - 5 YEARS,38,DC2418,PRESCHOOL,GDC,Child Care - Pre School,1040886,,10/30/2003,N,16.6667,21.9050,8,11.9769,16.6667,6.1285,16.6667,18.9541,04/05/2022,Windows excluding fire escape windows in a child care service observed without window guards in a child care service.,PUBLIC HEALTH HAZARD,47.41(e),CORRECTED,Initial Annual Inspection - Reinspection Not Required
GOLD MATERIAL BK,"SUNNY WORLD DAYCARE, CORP",105,Kings Highway,BROOKLYN,11214,718-253-2552,105160,06/02/2024,Permitted,2 YEARS - 5 YEARS,105,DC38947,PRESCHOOL,GDC,Child Care - Pre School,3329040,,06/02/2020,Y,50.0000,21.9050,15,11.9769,25,6.1285,50,18.9541,12/15/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
GRACE UNITED METHODIST CHURCH,GRACE UNITED METHODIST CHURCH,200-08,MURDOCK AVENUE,QUEENS,11412,718-465-5621,91498,09/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,40,DC33180,ALL AGE CAMP,Camp,Camp,4236681,,06/29/2015,N,0.0000,26.8868,0,1.0000,0,14.2558,0,21.8553,06/29/2022,Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.,GENERAL,131.09(g),CORRECTED,
NY KIDS CLUB,"PNW ENTERPRISES, LLC",88,LEONARD STREET,MANHATTAN,10013,917-363-8153,73437,09/17/2024,Permitted,2 YEARS - 5 YEARS,40,DC25173,PRESCHOOL,GDC,Child Care - Pre School,1087082,www.nykidsclub.com,09/17/2014,Y,20.0000,21.9050,8,11.9769,0,6.1285,20,18.9541,09/30/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
LIFE SKILLS PRESCHOOL,"LIFE SKILLS HOME TRAINING TUTORIAL PROGRAM FOR PRESCHOOLERS, INC.",25,Westchester Square,BRONX,10461,718-897-4797,105328,05/07/2023,Permitted,2 YEARS - 5 YEARS,146,DC39903,PRESCHOOL,GDC,Child Care - Pre School,2041874,lifeskillspreschool.org,05/07/2021,Y,40.0000,21.9050,33,11.9769,20,6.1285,40,18.9541,08/03/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required
"LEXINGTON CHILDREN'S CENTER, INC.","LEXINGTON CHILDREN'S CENTER, INC.",115,EAST 98 STREET,MANHATTAN,10029,212-410-1060,2156,04/07/2025,Permitted,2 YEARS - 5 YEARS,45,DC1294,PRESCHOOL,GDC,Child Care - Pre School,1078911,www.lexington.com,12/01/2004,N,33.3333,21.9050,3,11.9769,33.3333,6.1285,33.3333,18.9541,02/09/2023,At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.,GENERAL,47.45(b),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
